Target_Audience,Customer_Segment,Spend,Acquisition_Cost,Engagement_Score,Impressions,Clicks,Conversion_Rate,Conversions,Revenue,ROI,Spend_Impressions,Clicks_Engagement,Spend_x_Engagement,ROI_x_Clicks
Young Adults,2,500.0,59.007227549328185,5.73925937095563,51141,2489,0.022897622785608772,56,3824.28239924791,7.648549501396817,0.009776891148454448,14285.016574308564,4070.0245301796976,59.81194766517892
Young Adults,0,500.0,90.61604427265831,2.5569745225050484,87330,5787,0.012886138835683885,74,21521.15469194835,43.04222329945011,0.0057254093012091,14797.211561736714,1542.5586493813776,372.8981131051788
Middle Age,1,500.0,42.566188232730504,3.0350682091336956,39718,1045,0.013871245394224015,14,1475.1084359508918,2.950210971479841,0.012588750375428009,3171.646278544712,1894.8382857649128,20.51201632909445
Seniors,1,500.0,77.84326611248895,1.8782228398081555,27678,2223,0.013081883641464969,29,2722.6645550851877,5.445318219533936,0.018064888428900628,4175.28937289353,1065.2867988361795,41.967408696378435
Seniors,1,500.0,43.13133885803161,5.131529671481767,27132,875,0.022713089327105498,19,3232.5928056566986,6.465172680968036,0.01842842332196582,4490.088462546546,3558.493834035116,43.80391175467915
Young Adults,2,500.0,27.989648005811667,6.354292629336777,74434,2512,0.04523436221635541,113,30922.965853190293,61.84580801476456,0.006717360255832546,15961.983084893986,4598.864965435779,484.20521241986893
Young Adults,1,500.0,46.31134298648364,6.22874844330783,36453,1077,0.020610920233658996,22,2131.59908776585,4.263189649152402,0.01371629183561595,6708.362073442533,4490.047695356694,29.769268203514255
Middle Age,1,500.0,61.96801213679715,9.661310851652782,28748,772,0.05153621146911524,39,2023.6015174787972,4.047194940567714,0.01739251365686261,7458.531977475948,7603.495113825962,26.914975718806485
Middle Age,0,500.0,88.25770113033794,3.663694288040654,98238,6078,0.02619937053654723,159,24600.661935472057,49.20122546849318,0.005089680112688775,22267.933882711095,2375.0517516863383,428.67037500850114
Young Adults,1,500.0,63.164236699926796,7.858718610425919,43072,888,0.009397175534496989,8,1546.9300931712544,3.0938539986345117,0.011608469269862805,6978.542126058216,5934.608725252883,21.00756948321184
Middle Age,2,500.0,38.43629519298191,7.507697887118099,59727,2854,0.02451372750972035,69,16339.311745976755,32.67855813483724,0.008371423169229609,21426.969769835054,5617.953627534829,260.01763767807137
Young Adults,2,500.0,99.45744782497923,1.5519428255100027,70978,1973,0.0059032205403724445,11,704.0217411689614,1.4080406662565903,0.0070444362049587725,3061.9831947312355,847.2681196127904,10.683955213872775
Young Adults,1,500.0,45.255480098546826,9.370045690496118,35873,1086,0.03222022551591577,34,6136.668210260646,12.273311873897546,0.013938058876089014,10175.869619878784,7329.2587584803605,85.80489430122283
Seniors,2,500.0,98.89710438237897,9.38173526961175,51750,1587,0.041383485552745986,65,5961.082358188773,11.9221408720958,0.009661835562090135,14888.813872873849,7340.232446918128,87.86892797146106
Young Adults,2,500.0,95.2251011131168,4.567016639241153,73523,1313,0.012619046055193381,16,2520.2688800689857,5.040527679082613,0.006800592919214491,5996.492847323634,3094.0627480727844,36.19517841760407
Middle Age,2,500.0,65.68311314804825,4.759100515051626,72954,5552,0.08639733166291153,479,140035.77370177303,150.0,0.006853633702694387,26422.52605956663,3250.8719055520914,1293.314040186241
Seniors,0,500.0,31.897231198128484,8.376372366409608,88094,7633,0.10482654835634461,800,235968.31983300822,150.0,0.0056757553786210705,63936.85027280454,6406.741107986763,1341.0550849957763
Seniors,2,500.0,77.15611085908563,5.455275899246823,57790,3863,0.08077255744686843,312,92457.09508819885,150.0,0.008652015769994536,21073.73079879048,3829.570492002945,1238.9187292998613
Middle Age,0,500.0,88.42882461616108,8.19280628664206,91804,7180,0.14105879797609708,1012,142513.30309572423,150.0,0.00544638571907122,58824.349138089994,6238.629981191448,1331.8790892165478
Middle Age,0,500.0,58.3975824759632,1.3251265219437776,76178,2413,0.009550059938524267,23,5191.823362510684,10.383625957769453,0.006563574699210077,3197.530297450335,700.9367328063655,80.8784821007656
Middle Age,2,500.0,42.92803445094183,3.252435511425311,67191,1766,0.013474456130570299,23,6167.814340850485,12.335604010492949,0.007441472705548768,5743.8011131771,2058.829760641193,92.23378576575692
Young Adults,1,500.0,85.21181235344926,1.8195848666952683,33763,1161,0.006712523886467183,7,1234.93066971661,2.469856399720421,0.01480911012619998,2112.5380302332064,1025.502642438111,17.43199438929023
Seniors,2,500.0,65.88083692569465,5.087782470086286,68055,4455,0.0690399740744575,307,51767.63365540089,103.5350602406813,0.007346998643053432,22666.070904234406,3522.1207900817303,869.9022782763061
Young Adults,2,500.0,39.82225036116084,8.68743500113806,69609,2245,0.03209144246123044,72,16600.765443593617,33.20146448425827,0.00718297910926778,19503.291577554945,6693.293762865735,256.21258497946417
Young Adults,0,500.0,96.2153980725608,6.128089691194365,81912,6021,0.1032303917407971,621,109114.03125556711,150.0,0.00610411165514074,36897.22803068127,4403.116130716636,1305.4762063562519
Young Adults,0,500.0,96.10736700138838,5.683001847386877,78989,1673,0.008544377056116827,14,2737.964468326347,5.475917984816724,0.006329995235665785,9507.662090678245,4022.1972153779157,40.64758177439902
Young Adults,2,500.0,52.52872550834386,4.294962045060489,64811,1180,0.014525415013166001,17,2775.3473599678014,5.550683618568366,0.007714739662792742,5068.055213171377,2874.2278995688616,39.2661843275057
Seniors,2,500.0,29.800233185630514,1.5724888905385996,69509,3820,0.012640303012771059,48,11177.664400373757,22.355284090179335,0.007193312992658317,6006.907561857451,860.7461867793683,184.3923620394538
Seniors,0,500.0,72.3091400912282,7.897687034395879,83030,5592,0.0911846629577719,509,133579.87036308882,150.0,0.006021919715501388,44163.865896341755,5969.939198327469,1294.3906642232382
Young Adults,2,500.0,48.79200509375985,6.136894593844732,51361,1422,0.012276577023126685,17,2779.4201142318198,5.558829110805418,0.00973501275802627,8726.66411244721,4410.708952443771,40.36000437792246
Middle Age,1,500.0,29.97664457500369,9.378689564111756,35154,722,0.047053594075335534,33,5701.3087268159825,11.402594648442669,0.014223132098107412,6771.413865288688,7337.373002281871,75.06794676509564
Seniors,0,500.0,91.88548108514247,4.887687018906512,90633,7636,0.07944036850321658,606,170094.59829430227,150.0,0.0055167543221922,37322.37807637012,3356.5573369751164,1341.1140202332576
Young Adults,0,500.0,99.85872359502108,4.613496728616484,97418,1666,0.008445221348241347,14,2671.007789565474,5.342004895121158,0.005132521657881278,7686.0855498750625,3131.888302493498,39.63116379148601
Middle Age,2,500.0,51.28041352827115,9.769122913653124,57247,1593,0.061969649786452814,98,16535.320345019085,33.07057454888908,0.008734081982740022,15562.212801449426,7705.42669151954,243.86247821328615
Middle Age,0,500.0,80.85596975381468,2.2704174545073776,99276,1669,0.00536628043267744,8,2341.6584643345022,4.683307562053881,0.005036463948623394,3789.326731572813,1337.5094667938615,34.75285330252791
Young Adults,1,500.0,29.932809421011516,3.2712537947323437,49198,2788,0.01617228210065492,45,2997.2165606501267,5.994421132457989,0.010163014550123695,9120.255579713774,2073.132651058014,47.55637072384765
Seniors,1,500.0,52.7279079669723,5.3934779390364636,29978,1788,0.04381099937569247,78,16048.691425871917,32.09731865710652,0.016678897302058265,9643.538554997196,3777.571492586621,240.3900461987634
Middle Age,2,500.0,33.156382453723054,5.711898713707748,67924,1240,0.01188267188423892,14,789.4312585459286,1.5788593593731386,0.007361168256269238,7082.754404997607,4046.752107674916,11.247277450032009
Seniors,0,500.0,29.151245287263745,5.938449579688526,90117,7160,0.09044987514795766,647,104966.29276820137,150.0,0.0055483426484643,42519.29899056985,4240.115554876182,1331.460737251041
Seniors,2,500.0,69.15932803821221,2.908989368159952,71277,5717,0.012658681021437686,72,9437.340102069356,18.874642454853802,0.007014885488798834,16630.692217770444,1800.7796122974457,163.29159803123764
Middle Age,1,500.0,85.15232406424242,9.341632436109487,25651,1776,0.14625173413658185,259,41090.586948648546,82.18100953527802,0.019492416689703453,16590.73920653045,7302.597002342403,614.934346669029
Young Adults,1,500.0,58.97276883562905,7.331518873519589,25829,551,0.021351898763581744,11,3033.2873886296074,6.066562644133927,0.01935808512299798,4039.6668993092935,5460.127104642889,38.30153472948936
Middle Age,0,500.0,64.31343328307214,3.3259586460365775,79390,6393,0.019443393940278872,124,21985.360964623822,43.97063398797967,0.006298022341629647,21262.85362411184,2114.8044635896467,385.31973675316544
Middle Age,0,500.0,45.30475127689072,3.647736989620346,88379,2666,0.02240088984456666,59,11561.951491884565,23.12385673605566,0.005657452498246727,9724.866814327843,2362.643658584171,182.41738886954272
Seniors,1,500.0,80.22904606553611,8.923226187462017,44007,1811,0.09098644908914372,164,21708.95943808912,43.41783204051416,0.011361828541781341,16159.962625493714,6911.881540604933,325.72867281194084
Young Adults,2,500.0,52.08049503563877,4.423198667399224,60252,1503,0.02545207665323558,38,11259.835231795345,22.519625424339843,0.00829847958078604,6648.067597101034,2977.513502731874,164.75095616966703
Seniors,0,500.0,30.06242652447457,6.007270254138639,97148,9215,0.04726247686840421,435,127754.9061766765,150.0,0.005146786293626361,55356.99539188756,4299.150104763539,1369.304457440351
Middle Age,2,500.0,37.41307832692497,2.0838410079714325,59480,2098,0.006860163876297548,14,3751.1150520906394,7.50221509975108,0.008406186812269893,4371.898434724066,1206.7227506208405,57.38606617582074
Young Adults,1,500.0,34.6351453934138,3.2655951857351795,35177,2271,0.05220659359803283,118,26790.126478359263,53.58014579642693,0.014213832498114323,7416.166666804593,2068.830074381413,414.08964425928957
Young Adults,0,500.0,57.69083420497144,4.749190216540287,93348,1897,0.008739951543408111,16,2512.061884854891,5.0241137214823395,0.005356301095296084,9009.213840776923,3242.7501022862166,37.92480367232492
Young Adults,2,500.0,29.890950593751068,6.905236400846188,62137,1539,0.018878803217048785,29,2367.565431174099,4.735121392105414,0.008046735309932322,10627.158820902283,5081.4103265173635,34.75360194968895
Young Adults,2,500.0,85.48632418502768,3.521985928877784,50868,1136,0.013738344166818491,15,4159.277106918649,8.318537576762145,0.009829362077743138,4000.9760152051626,2265.2448106574934,58.530465640942204
Young Adults,1,500.0,93.1003892516126,9.5568536103592,32302,529,0.016963336558042448,8,1467.8430658715226,2.9356802603825245,0.01547891723487966,5055.575559880017,7504.952099624517,18.415161203925003
Middle Age,2,500.0,43.62956344017376,2.9819543671233983,59340,4235,0.02687779496191361,113,21519.750449096442,43.039414819363245,0.008426019406369745,12628.576744767592,1855.116533870941,359.43828031451596
Middle Age,0,500.0,61.413231758646475,8.01016200963863,82725,6933,0.13310512487896653,922,69730.4111941004,139.46054346711387,0.00604412201820342,55534.45321282463,6072.109075379062,1233.4158404536925
Middle Age,0,500.0,63.92972982974268,4.281389314603891,78773,3302,0.03027162535004018,99,24566.38894604792,49.13267962673659,0.006347352438686448,14137.14751682205,2863.331752417693,398.1017829866705
Seniors,2,500.0,98.87509123434599,8.500607891756385,62267,5169,0.149632868831376,773,145389.10820342362,150.0,0.00802993547095676,43939.642192488755,6520.936708580234,1282.5941951253712
Young Adults,0,500.0,29.921468378993282,9.307951406998958,78837,4638,0.11231480386573336,520,59591.44434446438,119.18265032362811,0.006342199648106858,43170.278625661165,7271.013201298874,1006.1702189098411
Young Adults,2,500.0,75.09117758071714,2.6831400535407273,51289,3442,0.037790259684673255,130,12084.387477942906,24.168726618432576,0.009748678863914702,9235.368064287184,1634.3385141081537,196.83248931402562
Middle Age,0,878.4450084469984,89.48257896221304,5.423293378589512,140808,3024,0.009966448862167363,30,6104.638360751317,6.949360919225629,0.006238601515598524,16400.039176854683,6680.828107115019,55.69680925554099
Young Adults,1,500.0,62.63546590844912,2.3892928653197743,31469,857,0.006602515709829684,5,1329.91772569582,2.659830131731377,0.015888651819611306,2047.6239855790466,1421.979278703191,17.966099511734367
Seniors,1,500.0,41.277592802152796,7.352427077073542,39987,1090,0.017354669876175614,18,3263.1521666033304,6.5262912806241,0.012504063508038525,8014.145514010161,5478.818017074476,45.65042847181598
Young Adults,0,500.0,37.01817101321662,8.490142731049925,90795,6467,0.04507359172191013,291,77165.63813898645,150.0,0.00550691111287063,54905.75304169986,6511.304327369142,1316.1933331045495
Young Adults,1,500.0,43.26739740192739,4.505211444321039,47003,2752,0.05805344685951679,159,15395.275954616951,30.790490328253245,0.010637618649073068,12398.341894771498,3043.8848475451814,243.87443151204064
Seniors,1,500.0,30.3446473193582,4.570758126634049,40361,1800,0.010351887808416773,18,3390.2569290394877,6.780500297078381,0.012388196219414876,8227.364627941288,3097.1047369748794,50.827290275894036
Middle Age,1,500.0,45.85677228862414,2.8345580266995443,31680,1896,0.02978204301643688,56,8975.764919715175,17.95149393644248,0.015782827784632962,5374.322018622336,1745.6309231051139,135.49839628588057
Middle Age,2,500.0,76.77631914864084,3.758811916124516,54596,913,0.014123841319820432,12,1568.9619577672697,3.13791763969926,0.009158179918708698,3431.795279421683,2449.236473946743,21.393790814646863
Young Adults,1,500.0,73.86114514333273,3.9150375313382164,30033,1766,0.01922302924421996,33,2476.194877131607,4.952379849503515,0.016648352923505715,6913.95628034329,2571.89432434765,37.029134664278615
Seniors,2,500.0,66.58721541942522,2.400168490941067,62238,1507,0.013734887185482776,20,2030.975205856273,4.0619422878279705,0.008033677045636475,3617.0539158481884,1429.7499184540825,29.727485277469384
Middle Age,0,500.0,25.02905597278334,3.789570070587959,93948,1625,0.015829943035659474,25,6801.875845627763,13.603724483806559,0.005322093016114308,6158.051364705433,2473.3064748429015,100.58428312542465
Middle Age,0,500.0,34.43364998530084,9.165312110599862,83932,7994,0.1450485593729892,1159,162890.10475619315,150.0,0.005957203379435693,73267.5050121353,7137.509755949244,1347.985743790208
Middle Age,1,500.0,88.21520714864981,3.9284724923250516,28088,1273,0.03265862442889574,41,10844.174581787629,21.688305786963685,0.017801195606622203,5000.9454827297905,2582.48890369885,155.0695826933931
Young Adults,1,500.0,45.38037773234295,3.4699346674270477,47547,1908,0.012163650445948764,23,5831.204555160712,11.662385785549853,0.010515910351527744,6620.635345450807,2225.13088494147,88.10156706750342
Seniors,1,500.0,93.41491664343424,4.46178054612686,39062,3606,0.10167384895288842,366,46201.27009070138,92.40235537669201,0.0128001635144088,16089.180649333459,3008.7066853444435,756.8336593384412
Young Adults,1,500.0,90.59095860837374,9.6424573419823,29978,1747,0.11120777177819288,194,32892.17701961887,65.78422247079281,0.016678897302058265,16845.37297644308,7585.693233915429,491.15997457564293
Middle Age,1,500.0,36.61952756006316,7.8812121869661045,33126,2909,0.10606573546869529,308,50303.17840805137,100.60615560379154,0.015093883502569478,22926.446251884397,5954.998118694027,802.4254775643959
Seniors,0,500.0,92.36140316898428,2.8156448579297964,93092,2189,0.009945063210303943,21,5759.504916445487,11.518986794917383,0.005371030750536772,6163.446594008325,1731.6633089988013,88.60009337299088
Young Adults,1,500.0,72.08761229218909,7.772964355927758,48281,1312,0.036686288819707404,48,9779.589168933086,19.559139219587735,0.010356040464032634,10198.12923497722,5856.983705064323,140.4359862778562
Middle Age,2,500.0,72.27151040010455,7.8961135793912645,54430,4607,0.05831061998333092,268,42711.40404006409,85.42263723485371,0.00918611043200238,36377.39526025556,5968.511958653957,720.5868593913012
Middle Age,2,500.0,88.95098991801967,9.551233672122564,61422,4716,0.12424030853635308,585,105218.1523717586,150.0,0.008140405585288567,45043.61799773001,7499.656437891599,1268.8392424926394
Young Adults,0,500.0,55.37918234106174,9.019855979757304,80869,7695,0.05491619790865443,422,109881.2153222255,150.0,0.006182838835859985,69407.79176423246,7001.797207673274,1342.2683988518313
Middle Age,0,500.0,80.14474723148346,1.8567548481792562,84845,4917,0.018399110428263143,90,11426.375335140205,22.85270496487048,0.0058930991114019785,9129.663588497402,1050.6921419875969,194.26301151959834
Middle Age,0,500.0,75.08232672652107,5.091188872309561,97310,1602,0.013832988800282175,22,3388.227621142042,6.776441689400706,0.005138218013172151,8156.084573439917,3524.950760890808,50.00764697138524
Seniors,1,500.0,82.86360009399449,7.326942202782598,40801,763,0.01666053575771462,12,991.4987964961635,1.9829936270050732,0.012254601302551377,5590.456900723122,5456.0372055367625,13.164237618358369
Middle Age,1,500.0,74.51417119304027,9.76031920782911,47501,3975,0.05558471874050764,220,42240.45056023211,84.4807321589999,0.010526093965893477,38797.26885112071,7697.0947015482325,700.1789750026595
Young Adults,1,500.0,31.00411004925337,1.766392463389876,48508,1662,0.009685660493921259,16,4679.2286803752195,9.358438643873152,0.010307577918949908,2935.744274153974,989.6340921825962,69.4057229572683
Seniors,2,500.0,46.95332517327845,4.314094740299966,58379,3726,0.03786316805987199,141,19184.37850215734,38.368680266954144,0.008564723469659922,16074.317002357673,2889.5992655284444,315.51942833453154
Young Adults,0,500.0,95.49406547670411,5.430014224156574,85534,1374,0.009811343303955465,13,3707.462117701587,7.414909405584363,0.00584562857056108,7460.839543991133,3808.300107745732,53.58168515571394
Middle Age,1,500.0,41.7568891492093,4.719197741750667,43050,1882,0.027990128331492017,52,13059.142604970844,26.11823297347574,0.011614401588515644,8881.530149974757,3218.190991036841,196.9477098502743
Seniors,0,500.0,60.41953007519576,5.102005987255623,83740,4061,0.01538959735814252,62,15382.921211575112,30.76578089158844,0.005970862121198207,20719.246314245087,3533.9399133897573,255.64612554651853
Seniors,1,500.0,51.76959818160547,4.321919257524018,40336,997,0.007167223916501427,7,1649.451254167684,3.298895910543547,0.012395874345600102,4308.9534997514465,2895.8894800974604,22.781361242446593
Seniors,0,500.0,31.472404249559645,9.73560352714007,78231,1278,0.01254486986799182,16,3839.456266315585,7.678897174836821,0.006391328164137897,12442.101307685009,7673.711360312793,54.93355416819593
Seniors,0,500.0,38.58915167408438,8.229203010651608,84895,6524,0.10162372615245091,662,88886.77638780477,150.0,0.005889628295074759,53687.32044149109,6271.903041608021,1317.509434828634
Young Adults,0,500.0,46.500034094347875,7.6299392058703095,89105,4718,0.04308192689880264,203,52387.06734662851,104.77392514540674,0.0056113573243773375,35998.05317329612,5727.898287479573,886.3195333145728
Middle Age,2,500.0,59.74888642642393,4.696312222958051,63395,2061,0.014820500897032766,30,8803.07363890845,17.60611206559277,0.00788705721449551,9679.099491516543,3199.4723328368555,134.35984110745417
Middle Age,1,500.0,90.58929892308507,8.933712227652084,49700,1007,0.031876875443378645,32,2435.190423696946,4.870371106651678,0.01006036197061646,8996.248213245648,6921.62959996973,33.682139665807455
Seniors,0,500.0,63.67122116319082,1.8400535848398936,82801,1613,0.00607299725336789,9,735.5058580516868,1.4710087740858255,0.006038574340423734,2968.006432346748,1039.3613640568788,10.86556342815795
Middle Age,1,500.0,73.89287205871535,2.290766736317365,49031,791,0.004352667454467258,3,158.70537143138415,0.3174101080425522,0.01019762986278824,1811.9964884270357,1351.9077141079188,2.1185732525124648
Young Adults,1,500.0,56.946636377270536,9.586520679529794,36103,653,0.04120084372684612,26,5863.882434689671,11.727741413896515,0.013849264220445277,6259.998003732956,7532.917662550503,76.03220657642154
Middle Age,0,500.0,90.25467639638599,6.102894730802976,87593,1870,0.0168981932151021,31,2112.142350731179,4.224276252909852,0.005708218628107056,11412.413146601566,4381.401564169759,31.826661802680373
Young Adults,2,500.0,74.69660905675704,2.4351199810231683,55835,2735,0.010487505845076343,28,5053.119730984761,10.106219249531025,0.008954956408078153,6660.053148098365,1454.7703513604451,79.98316872507164
Young Adults,2,500.0,31.79726898545397,9.542311369756705,67741,1840,0.059046765571036997,108,23970.96079825775,47.94182571286408,0.007381054200837687,17557.852920352336,7491.250242128971,360.4297226748024
Middle Age,0,500.0,60.81259054494493,9.773589472877148,93979,1676,0.03319427998974821,55,10926.187181599575,21.852330658537834,0.005320337465600427,16380.5359565421,7709.654500097768,162.2483490802287
Young Adults,1,500.0,87.04256533826896,8.933437613756888,35212,1988,0.10080694652373003,200,40362.70471842789,80.72524798635982,0.014199704242880149,17759.673976148693,6921.37428350899,613.1395216379296
Young Adults,2,500.0,80.02415144991414,3.1470206948345716,66750,5280,0.054714144152448435,288,83624.70063955121,150.0,0.007490636591900575,16616.269268726537,1979.0169912808876,1285.78061290604
Young Adults,2,500.0,92.89833608349262,3.506445873262108,66878,2309,0.025338754167607357,58,7269.233488216219,14.538437899556639,0.007476300016802237,8096.383521362208,2253.2561835985844,112.6002422908071
Young Adults,0,500.0,42.07508792271164,4.662755672966856,89672,6788,0.07749829378462393,526,107868.17748467134,150.0,0.005575876465609371,31650.78550809902,3172.0585526702357,1323.458840145247
Seniors,2,500.0,98.2879123147675,6.213895532722085,50581,4372,0.051313483671945624,224,46293.05606509179,92.58592695832967,0.009885134538954657,27167.151269060956,4477.202540737365,776.1667642738535
Middle Age,2,500.0,46.380825090239924,9.92963268612561,55097,3640,0.1136178505010458,413,49131.85665104253,98.26351677505151,0.009074904095052289,36143.86297749722,7857.59833105463,805.7621786731381
Seniors,2,500.0,28.763490819381545,9.605201921495071,63968,5174,0.14383796690805373,744,93539.01175813901,150.0,0.007816408081909578,49697.3147418155,7550.536359169977,1282.7391927200356
Young Adults,1,500.0,62.175447039736575,9.290251528279665,37514,3489,0.0937954547329392,327,76912.0824196156,150.0,0.013328357057942181,32413.68758216775,7254.42460158111,1223.6485522794708
Middle Age,2,500.0,33.27540538573411,1.8034866893219124,60386,2604,0.019360202933912173,50,6433.789475281424,12.867553215456416,0.008280064778589991,4696.27933899426,1014.624941534897,101.20572455007402
Young Adults,2,500.0,76.09832057572544,7.81449710701686,57588,1281,0.03675726841971713,47,5076.237612949935,10.15245492099003,0.008682364230701463,10010.370794088598,5894.558009248141,72.65276071866396
Middle Age,1,500.0,92.54172030618435,8.891612752057222,39765,2753,0.1434244267638947,394,116588.51155073775,150.0,0.012573871178828841,24478.609906413534,6882.506850902792,1188.12145189329
Seniors,0,500.0,94.10074538638897,3.9995157658497975,87517,2815,0.01034785491398517,29,2122.8966132159117,4.245784734862354,0.005713175660578222,11258.63688086718,2638.63245571185,33.72457689092028
Middle Age,2,500.0,70.52779320148461,2.976166307807268,57293,1701,0.00508586887097835,8,1025.63582121293,2.0512675398907803,0.00872706947223798,5062.4588895801635,1850.7963714738637,15.260526521917457
Young Adults,1,500.0,65.14486531410891,7.735973444981852,47946,797,0.007167911747694014,5,1300.8776251596714,2.6017500468192494,0.010428398397605674,6165.570835650536,5823.552146576423,17.38517635626635
Middle Age,1,500.0,99.54935674039572,1.8175398075235614,34840,2770,0.0322802244111296,89,8962.990369752468,17.92594488761516,0.014351319909548799,5034.585266840265,1024.119704268072,142.09831163134825
Middle Age,1,500.0,68.45692892394179,9.467723819330445,31754,2119,0.1006512257172146,213,24345.179157150786,48.690260933779705,0.015746047246140732,20062.106773161213,7421.038782517913,372.92705242819477
Seniors,0,500.0,94.55937428591704,2.404698798306522,97023,7327,0.020257797360875927,148,13402.998327120395,26.805943042354706,0.005153417177850435,17619.228095191887,1432.988905333118,238.55836174555768
Young Adults,0,500.0,93.74462879080495,5.1178406695318825,99695,5953,0.06452390751014007,384,75384.28985526551,150.0,0.005015296604490731,30466.505505723297,3547.1055981769055,1303.7727812363585
Middle Age,0,500.0,46.713534688825526,9.845180647003865,92315,4480,0.08544039969093895,382,19353.670172439546,38.70726293035323,0.005416237822496475,44106.40929857732,7777.471556891697,325.4352424464633
Seniors,2,500.0,26.0313306683146,9.893981948833094,59419,5362,0.15521348212886193,832,223745.4610365852,150.0,0.008414816667819777,53051.53120964305,7823.756776941408,1288.0918198474387
Middle Age,0,500.0,57.937630584863655,7.983912580259831,85619,2228,0.043537015114939605,97,13953.497162016403,27.906938510155786,0.005839825204220731,17788.157228818905,6048.238828516682,215.14319361563105
Young Adults,0,500.0,89.6027602083558,8.552696363450325,87512,2971,0.04177843306588798,124,21741.67735643808,43.483267746340665,0.005713502082988595,25410.060895810915,6568.915407481371,347.735274981956
Middle Age,1,500.0,87.71006628132821,9.704536679723503,47443,2335,0.039339798668661295,91,10207.986331838401,20.41593183181314,0.010538962322387659,22660.09314715438,7644.3360620683725,158.34995541627126
Middle Age,2,500.0,70.27518906498656,9.346865584729322,68866,1382,0.04382769590102446,60,3630.6201093317773,7.261225696212162,0.00726047676269165,12917.368238095924,7307.506343340995,52.51325925555599
Middle Age,0,500.0,36.74938075167134,6.598977690554629,96775,9193,0.13982830910412924,1285,373401.6964539319,150.0,0.005166623558081906,60664.40190926871,4812.1814703168175,1368.945956454926
Middle Age,1,500.0,33.06907854474125,7.611552828358571,46067,2659,0.04381572097449806,116,31341.13255769154,62.682139751103584,0.010853756249511445,20239.11897060544,5711.338799511015,494.3164565146861
Young Adults,2,500.0,96.60114878339598,6.34398898553675,74676,3506,0.0344874236783676,120,14289.525310861176,28.578993463735426,0.006695591532813868,22242.025383291846,4589.917808169884,233.27649856039037
Seniors,2,500.0,56.6048261488943,5.558457465744169,74572,7038,0.11228195735129926,790,59125.10473995565,118.24997297996534,0.00670492937422988,39120.42364390746,3916.6534682279635,1047.6026904176922
Seniors,2,500.0,73.6120762550307,8.927461148760525,58947,3967,0.1468683835344118,582,94598.70824546703,150.0,0.00848219572697176,35415.238377133,6915.818180460622,1242.9026202607145
Middle Age,2,500.0,92.93983112165236,7.642226009233179,61834,1503,0.03810835691368204,57,10696.584609113055,21.393126431973247,0.008086166056115309,11486.265691877468,5738.968711979402,156.50962077356536
Young Adults,2,500.0,90.24198822404439,8.738345533312279,59211,1199,0.010706339421898201,12,2311.3717482428037,4.622734251017105,0.008444376746814329,10477.276294441423,6740.390545221262,32.77554103108512
Young Adults,2,500.0,67.51773865980024,1.8631986706486925,64106,1420,0.0054358703951156865,7,1954.2135130198235,3.9084192092012287,0.0077995818207409326,2645.7421123211434,1055.069340934381,28.371668916877155
Young Adults,1,500.0,61.592888542957766,6.188366508620334,36047,2561,0.09025542157156968,231,50415.08149437502,100.8299613288274,0.01387077943044416,15848.406628576675,4455.138777112382,791.3683358237273
Young Adults,0,500.0,80.14444098351922,3.965651455134238,84634,4929,0.0330775943836735,163,33259.965755682104,66.51979847176727,0.00590779112522401,19546.69602235666,2611.84532099989,565.6241170297234
Young Adults,2,500.0,51.22342693150832,5.620545804755044,74657,4248,0.05923254408667912,251,17913.42718950004,35.826782725434626,0.0066972955423162525,23876.078578599427,3969.2110715058166,299.31266870040366
Young Adults,0,500.0,71.90429725940733,6.516689001728946,98129,5860,0.02229052419029035,130,23553.202339706586,47.10631046679224,0.00509533364147873,38187.797550131625,4740.262574321859,408.69790691247346
Middle Age,1,500.0,26.736432520723106,8.61182624919056,43472,3748,0.06855292706940794,256,48187.18587278606,96.37417899721413,0.011501655973922158,32277.12478196622,6623.450807046188,793.0866744303319
Seniors,1,500.0,86.82344205629336,1.2868995210275354,36075,3005,0.02163574544789541,65,13485.806249106798,26.971558555096486,0.013860013475813903,3867.1330606877436,676.7426870246022,215.99810091031358
Seniors,2,500.0,99.85242064146932,2.4758503541343613,50735,1724,0.007449142678799043,12,1082.5093530364657,2.165014376044179,0.00985512940070702,4268.3660105276385,1484.0183601945646,16.135813887695956
Middle Age,2,500.0,96.60298692691572,9.293011671522843,63225,4555,0.16355555140568773,744,215911.76142260156,150.0,0.007908264010940863,42329.66816378655,7257.01103478998,1263.630048685061
Seniors,1,500.0,51.99211304033609,9.705436389309286,40352,2724,0.08081829103545045,220,42479.34041112104,84.95851090522028,0.01239095924883626,26437.608724478494,7645.186519509531,672.0408270821617
Young Adults,2,500.0,64.83259615331227,1.4988041478770282,59462,3340,0.007481148407052537,24,3698.580562660844,7.397146331029027,0.008408731485507862,5006.005853909274,812.5757697240209,60.02063353080546
Young Adults,2,500.0,42.71627223427989,3.9860878862519966,73164,6226,0.030147589988296877,187,40378.51836856929,80.75687522338814,0.006833961964436581,24817.383179804932,2628.005369416853,705.5445502760541
Seniors,1,500.0,47.724055400795415,1.0875697639051645,29157,2624,0.008322483859920293,21,1809.8437130341117,3.6196801867078503,0.017148540071045028,2853.7830604871515,552.9916254692854,28.497149115937432
